name,freq,value
sarnet,1,PER
skinest,2,PER
cheonani,1,PER
stenbocki,1,PER
sulev lugu,1,PER
vello paluma,1,PER
ago pärteli,1,PER
rait persidsk,2,PER
ago pärtel,1,PER
rait persidski,2,PER
mäe,1,PER
krista mäe,1,PER
luts,10,PER
erki berends,1,PER
eston kohver,11,PER
voldemar kuslap,2,PER
ain kaljurand,8,PER
allan kiili,8,PER
gabor,1,PER
kaevu,1,PER
allan kiil,11,PER
paur,2,PER
randy edney,1,PER
neinar sel,1,PER
ireen,1,PER
persidsk,1,PER
mait klaassen,3,PER
ando,2,PER
atomic,1,PER
gunnar oki,2,PER
nataša,1,PER
kalev lillot kalev,1,PER
eston kohvri,2,PER
eston kohvrile,1,PER
savtšenko,1,PER
cem,1,PER
inger,1,PER
fernandez portugal,1,PER
philip,2,PER
malmström,1,PER
mihkel kunnus,1,PER
alina,1,PER
liisa oviir,10,PER
jaak urmet,1,PER
tõnis erilaiu,1,PER
tõnis oja,2,PER
ljudmila,1,PER
sunday,1,PER
tanel talve,1,PER
budva,1,PER
daniela,1,PER
kalle kalda,1,PER
toomas vitsut,2,PER
kersti sarapuu,2,PER
honda crv,1,PER
hardi volmer,1,PER
hardi,1,PER
hadile,1,PER
ardi,1,PER
holsmer,2,PER
olav miili,2,PER
benny,2,PER
priit hõbemägi toomas anni,1,PER
mihkel ulmani,1,PER
kalev kallo,8,PER
aivar tuulberg,6,PER
alexander kofkin,2,PER
vello kunman,5,PER
siret kotka,14,PER
sven nuutmann,1,PER
janek uibo,1,PER
pajulat,1,PER
meri kopli,6,PER
tuuli,1,PER
markvardt,1,PER
elen lotman,1,PER
raudsalu,1,PER
raul reba,1,PER
mckinley,1,PER
uss,1,PER
aleksei dressenile,1,PER
kofkin,2,PER
priit toobalile,2,PER
edgar savisaar imaverekomponent,1,PER
eston kohveri,2,PER
jüri pihliga,1,PER
merkel obama,1,PER
raimo karin,1,PER
kohverile,1,PER
jüri pihlile,2,PER
margo mitt,1,PER
margus tsahknale,5,PER
jaan tamm,1,PER
ahto pärl,1,PER
ain hanschmidt,3,PER
infortar,3,PER
sarkozy tamme,1,PER
infortari,1,PER
robert kõrvits,3,PER
eddy,1,PER
andris,1,PER
rapid,1,PER
kadri simsonile,4,PER
dilaila,1,PER
miikael,1,PER
edgar põhja-või,1,PER
tuulberg,1,PER
urm reinde,1,PER
levin,1,PER
kalvi,1,PER
tarmo noop,1,PER
allianz,1,PER
kiisler,2,PER
frank,3,PER
ursula,5,PER
frankie,1,PER
siiv,2,PER
titma,1,PER
koit toome,1,PER
meri poppinsi,1,PER
urva urve palo,1,PER
vjatšeslav leedole,2,PER
muhu,2,PER
urva palo,1,PER
porto franko,1,PER
kadarik,1,PER
tüür,1,PER
villem tomis,1,PER
vapiano,2,PER
rotermanni,1,PER
enn pant,2,PER
allan alaküla,3,PER
maarika,1,PER
nordic jewish,1,PER
kogalõmi air,1,PER
palm iiri,1,PER
errani,1,PER
juškin,1,PER
kingissepa,1,PER
bombardier,1,PER
silver baltic,1,PER
ralf,1,PER
connecting europe,1,PER
kersti kaljulaiule,5,PER
nazranis,1,PER
hollerith,1,PER
stat,1,PER
pärt reinvald,1,PER
reynolds,1,PER
silvio berlusconi,1,PER
kontrollkojas arum,1,PER
karl kaljulaid,1,PER
bruce,1,PER
allahu akbar,1,PER
laur laas,1,PER
toobali toobali,1,PER
jaak liivik,1,PER
jaan liivik,1,PER
simso,1,PER
tuuli kochi,2,PER
history,1,PER
pontén,1,PER
juhan parts juhan parts,1,PER
global,1,PER
kai,5,PER
juhan partsil,4,PER
otter erik,1,PER
angel,1,PER
ahti,4,PER
ahti kuninga,1,PER
ahti kuningas,1,PER
mancini,1,PER
king,1,PER
lolli rein kilk,1,PER
kodanik tsahkna,1,PER
juhan luksemburgi,1,PER
siivi,2,PER
orchestre,1,PER
jan palmeri,1,PER
embraer,1,PER
rein porro,1,PER
saksa bundestag,1,PER
kisel,2,PER
jaan tooming,1,PER
andres maimik,1,PER
vladimir vladimirovitš,3,PER
üllar talvine,1,PER
enno tammeri,1,PER
sadam,1,PER
osolin,2,PER
kristina šmigun,1,PER
peep aaviksoo,1,PER
kaia jäppinen,1,PER
exeli,1,PER
århusi,1,PER
kreek kreeka,1,PER
maarja kangro,1,PER
jürgen rooste,2,PER
tõnu õnnepalu,1,PER
priit hõbemägi kukerpill,1,PER
tõnismägi tõnismägi,1,PER
simsoni,1,PER
sauber,1,PER
peep siitam,2,PER
reinsalu tsahkna,1,PER
muammar gaddafi,1,PER
madli,1,PER
jaak vackermann,1,PER
walter p,1,PER
egle kochi usb,1,PER
morgan,3,PER
blumbergi,1,PER
andres tarand,5,PER
peeter tulviste,1,PER
dmitriev,7,PER
martin repinski,10,PER
repinski dmitriev,1,PER
kotka,1,PER
taavi puki,1,PER
dmitri dmitrijev,2,PER
markus,3,PER
ugis magonis,2,PER
magonis,1,PER
kaur kenderile,1,PER
nabokov lolita,1,PER
kenderi,4,PER
valdur miki,1,PER
perling,1,PER
kaljurand,29,PER
hillar tederile,2,PER
tederile,1,PER
valdo kalm,8,PER
mona sahlin,1,PER
vaher elmar,1,PER
elmar vaheri,3,PER
sutrop,3,PER
czeslaw leedo,1,PER
toomas mattsoni facebook,1,PER
jaggeri,1,PER
orbani,1,PER
könig,1,PER
wolfgang schäuble,1,PER
schäuble,2,PER
donald tuski,1,PER
allan puur,1,PER
kelly sildaru,5,PER
karlovy chi,1,PER
rutt,2,PER
kelly sild,3,PER
pohlak,2,PER
rosa,1,PER
grammy,1,PER
saksa saksa,1,PER
gerhard schröder,4,PER
mack,1,PER
sergei beloussov,2,PER
beloussov,1,PER
peeter koppel,6,PER
ossinovski reinsalu,2,PER
vambola kolbakov,1,PER
erkki koorti,2,PER
kozlov,1,PER
aleppo,2,PER
helmi t,1,PER
oliver kruudat,1,PER
oliver kruudale,2,PER
ilmar vaher,1,PER
café,1,PER
apelsin,4,PER
wallenberg,1,PER
toomas tamsar,4,PER
pekka cd,1,PER
uber,5,PER
heiberg,1,PER
wolf,2,PER
heldur meeritsat,1,PER
mike wolf,1,PER
wolf fox,1,PER
sundströmi,2,PER
odin,5,PER
singer vingeri,2,PER
cirelli,1,PER
veli pekka,1,PER
kristel maasik,1,PER
meelis kiili,1,PER
raivo susi,1,PER
hanno pevkurile,2,PER
igor rõtov,1,PER
hillar palamets,1,PER
sergei dovlatov,1,PER
edasi,1,PER
kadri voorand,1,PER
ekdahl,1,PER
sergei mihhalkov,2,PER
urmas reitelmann,4,PER
harri kingo,1,PER
mati unt,1,PER
oleg grossi,1,PER
oleg gross,1,PER
rossi,1,PER
olari taali taali,1,PER
annika uudelepp,1,PER
tauno,1,PER
maarjo mändmaa,1,PER
maarja mändmaa,1,PER
priit priit,1,PER
priit kutseri,1,PER
ramon kaljulaid,1,PER
kutser,2,PER
taavi aasal,1,PER
jari sauemägi,1,PER
tiisler,1,PER
eino leino,1,PER
eiffel,1,PER
laan,1,PER
eldar,1,PER
raa,1,PER
kirs,2,PER
vello orumets,2,PER
lõuna-itaalia kreeka,1,PER
vaheri kreeka,1,PER
tõnu tõnis,4,PER
kert nool,1,PER
erki noole,1,PER
erki nool,4,PER
tõniste,1,PER
evelin võigema,3,PER
collins,1,PER
evelin võigemast,1,PER
mäelo,1,PER
jacques rell,1,PER
gert ants,1,PER
vään,1,PER
ojaver,1,PER
kalju mait,1,PER
jaanus karilaius,1,PER
peterson,4,PER
marika tuus-laul,3,PER
marika tuus,3,PER
trevor,1,PER
mark zuckerberg,7,PER
urmas sõõrumaale,2,PER
john,3,PER
ina,1,PER
david cameron,5,PER
psy,1,PER
sepp blatteri,1,PER
jaanus rahumees,1,PER
pent,1,PER
rahumäe,1,PER
toomas tõnis,10,PER
grey kevadtuur,1,PER
eckerö,2,PER
krister paris,2,PER
elmet,2,PER
erdoğani,1,PER
jüri rai,1,PER
nikolai põdramägi,1,PER
lehtonen,1,PER
milling sulling,1,PER
ossinovsk reinsalu,1,PER
taxify,2,PER
tamara erikson,1,PER
klaas,1,PER
uberi,1,PER
electric,1,PER
marina kaljurannanimi,1,PER
vale-dimitri lega,1,PER
ina riigikogu,1,PER
maarja vaino,1,PER
andrus kiviräha,1,PER
jaanus karilaiuga,1,PER
porsche cayenne,1,PER
domin,1,PER
kaljurannakommunikatsioon,1,PER
kaljundi,2,PER
sirje kiin,2,PER
andres jõe,1,PER
münchauseni,3,PER
eerik hanni,1,PER
will,1,PER
kalamaja derrida,1,PER
russalka,2,PER
pärtel rein,1,PER
troonide,1,PER
läntsi,1,PER
rooney,1,PER
schrödinger,3,PER
lauder,1,PER
linter,3,PER
kekkonen,2,PER
russowi,1,PER
mart müürisepp,3,PER
tõnu naissoo,2,PER
kersti kracht,4,PER
maarten,1,PER
marten herman van gent,1,PER
marten,2,PER
martin gentile,1,PER
julian assange ja wikileaks,1,PER
snowden,2,PER
dimitri linter,1,PER
mart kalm,4,PER
piret mürk,3,PER
tiit tammine,1,PER
lia,1,PER
bonnier grupp,1,PER
hans luigele,1,PER
schibsted,1,PER
swedbankis,1,PER
mailis repsi,14,PER
peeter peeter,1,PER
peeter ernits,20,PER
agate,1,PER
raag,2,PER
gray,1,PER
vis,1,PER
kipling,1,PER
neeme lall,1,PER
juhanson,1,PER
kaljundi kiili,1,PER
moonika batrakova,3,PER
apanansk,1,PER
hanna-liina uusma,1,PER
priit pärn,21,PER
olga pärn,2,PER
kalm,4,PER
andres tali,1,PER
kätu,1,PER
remmel baltman,1,PER
martin lazarev,2,PER
piret reinson,1,PER
eve,2,PER
jüri luike,1,PER
mihkel rauale,2,PER
jaan kross,1,PER
max weber,2,PER
liebert,1,PER
kultuurikatlas indrek,1,PER
galileo galilei,1,PER
priit pärnale meri,1,PER
riho sibul,1,PER
mel gibson,1,PER
ojasoo-semper,1,PER
tiit ojasoole,1,PER
tõnis allik,1,PER
dušan,1,PER
simsonile,2,PER
savisaar keskerakond,1,PER
cromwell,1,PER
cameronile,1,PER
boris šamil,1,PER
grexit tiia,1,PER
kaczyńsk,1,PER
boris johnson,3,PER
viiene,1,PER
mart soidro,3,PER
remove,1,PER
donald trump,49,PER
brežnev,6,PER
toomas vindi ilves,1,PER
ain mayeri,1,PER
žiguli rand,1,PER
steinmeier,1,PER
margus järv,3,PER
üllar jörberg,4,PER
üllar,2,PER
elinor ostrom,1,PER
alar nääme,3,PER
prime,1,PER
monti,1,PER
udo,1,PER
žang,1,PER
loog,1,PER
apex,1,PER
hanna-liina võsa,1,PER
liisa viir,1,PER
zahkna atria ossinovski,1,PER
sämm,1,PER
michael douglas adams,1,PER
kersti sarapuul,1,PER
paavo pärn,1,PER
richard,1,PER
nelli kalikova,1,PER
tarvel,1,PER
hollanne,1,PER
erdogan,3,PER
erdoğan,7,PER
jaanits,1,PER
mait malmsten,1,PER
harriet,1,PER
hille hanso,1,PER
daiichi,1,PER
sawyer,1,PER
assad,3,PER
rebecca harms,2,PER
assadile,3,PER
igor taro,3,PER
andres pree,1,PER
donald tusk,2,PER
chung,1,PER
sang-claude,1,PER
marina kaljurannakäik,1,PER
vestmann,4,PER
perl,1,PER
artur rinne,2,PER
taimo,1,PER
luus,2,PER
le le,1,PER
eas-ile,1,PER
aisha,1,PER
južnõi,1,PER
brommer,1,PER
griin,1,PER
pokemon,1,PER
donatra,1,PER
tromb,1,PER
marina kaljurannafännklubi,2,PER
barack obama obama,1,PER
repson,2,PER
tromp,1,PER
lamberto lamberto,1,PER
sten pentus,2,PER
ester palmi,1,PER
ester palm,1,PER
donald,5,PER
loit,1,PER
reet raukas,5,PER
reet rauka,2,PER
dunn,1,PER
liana,1,PER
dmitrijev,1,PER
ibrahim,1,PER
markus luik,5,PER
pika hermann,2,PER
kaido kama,6,PER
kruuse,3,PER
kruudale,1,PER
basket,1,PER
kaljuveer kaljuveer,1,PER
matu,1,PER
hanno tombergi,5,PER
rein sikk,1,PER
tervitame,1,PER
matti mai,1,PER
kalevipoeg,4,PER
indrikson indrek neivelt,1,PER
ilme kuusk,1,PER
marina kaljurannatugevus,1,PER
riin savi,1,PER
nordea,1,PER
siim nestor,1,PER
kallas savisaar,1,PER
kallas kaljurand,1,PER
erik eirikur,1,PER
assar paulus,1,PER
midfield,2,PER
janukovitši,1,PER
taavi aaslaid,1,PER
kaido padar,5,PER
loola hiiumaa,1,PER
marina marina,1,PER
andres kaju,2,PER
andreas kaju,4,PER
inc,1,PER
savisaar savisaar skype,1,PER
gussinski,1,PER
toomas tool,1,PER
pomerantsi,1,PER
marek sadam,2,PER
mail reps,2,PER
keit marina,1,PER
ligist,1,PER
henry kissinger,3,PER
sergei lavrov,2,PER
jürgen ligist,1,PER
grande,1,PER
jürgen ligit,1,PER
kim il-jong,1,PER
leida peips,1,PER
tõnis leht,1,PER
tõnisson,1,PER
repše kaljurand,1,PER
kersti kaljulaiu,7,PER
jüri luigest,1,PER
suur ants,1,PER
kert kaljulaid,1,PER
kersti kaljula,2,PER
faina,1,PER
tiit maran,1,PER
priit hõbe,3,PER
urm,2,PER
jaak aab,22,PER
siimson,1,PER
ernits,4,PER
pacers,1,PER
kolmas-neljas mirtel pohla,1,PER
priit võigema,1,PER
uudis ilves,1,PER
kivirähk juhan kivirähk,1,PER
toomas hendrik ilvest,1,PER
paul krugmani,1,PER
krugmani,1,PER
paul krugman,1,PER
kärt anvelt,1,PER
ilveski,1,PER
taagepera,4,PER
aseri,1,PER
tiit riisalo,3,PER
urmo kübar,3,PER
küllik sillaste-elling,2,PER
martti ahtisaari,2,PER
hagudi,1,PER
reiman,1,PER
verge,1,PER
mecate,1,PER
monty balti,1,PER
arnold rüütlil,1,PER
kersti kaljurand,1,PER
prince,1,PER
aivar rehe,22,PER
rehe,3,PER
saul niinistöga,1,PER
raimonds,1,PER
nõmme kalju,2,PER
sütevaka treffner,1,PER
raasuke,1,PER
sir,1,PER
marika tuusi,1,PER
lenk,4,PER
toomas-hendrik olde,1,PER
toomas-hendrik,2,PER
aurelius,1,PER
siim raie,5,PER
kos,1,PER
ain valdmann,1,PER
ossinovski tsahkna,1,PER
remo holsmeri,1,PER
siniurmas kruuse,1,PER
sullingu,1,PER
urve tamme palo,1,PER
tombergi,1,PER
urve eslas,1,PER
urve esla,1,PER
taavi rein,1,PER
silvergate,1,PER
oki,1,PER
tsahkna irl,1,PER
donald trumpi,8,PER
florida põhja-carolina,1,PER
tramberg,1,PER
hallikma,1,PER
allikmaal,1,PER
repinsk,7,PER
marko mihkelsoni,1,PER
mihhail korb,27,PER
repinski,21,PER
repinski ilon,1,PER
moshe katsav,1,PER
honda cr-v,1,PER
nissan qashqai,1,PER
õnnitleme,1,PER
martin repinsk,1,PER
pomerants,3,PER
marko mihkelsonile,1,PER
kariler,1,PER
georg,2,PER
tarmo tamme,2,PER
hernits,1,PER
göran,1,PER
enn veskimägi,3,PER
nikita hruštšov,2,PER
sesteri pomerants,1,PER
harrison the rasmus,1,PER
tarmo urb,3,PER
toomas lepale,1,PER
toomas lepp,3,PER
andrus anvelt,1,PER
kaukis,1,PER
eerik kergandberg,2,PER
natalja,1,PER
mart oja,1,PER
saar eero,1,PER
tarmo tammine,1,PER
reus,1,PER
erki savisaar,3,PER
jaakko,1,PER
rein garner,1,PER
milton friedman,2,PER
toyota,4,PER
andres talijärv,1,PER
peeter kern,1,PER
nabile,1,PER
holdings,1,PER
ralph lauren,1,PER
raine karp,2,PER
karl-erik taukar,2,PER
marina kaljurand siim kallas,1,PER
barack obamat,1,PER
osama bin laden,1,PER
facebooki bush,1,PER
boroditši,1,PER
ossinovski jevgeni ossinovski,1,PER
rain lõhmus,1,PER
alleni,1,PER
bishop,1,PER
talvistu,1,PER
mikk sarv,1,PER
mihhailov,2,PER
stanislav,1,PER
koit,1,PER
heldur hindrek tarand,1,PER
usain bolt,2,PER
mikserile,1,PER
münchausen,1,PER
brit kerbo,1,PER
peter kent,1,PER
aus,1,PER
taali,1,PER
stefan zweig,1,PER
hruštšov,2,PER
priit hõbemägiprogramm,1,PER
ronald groupile,1,PER
independent,1,PER
ühtne vene,1,PER
olav hõbemägi,1,PER
jüri reinvere,2,PER
transferwis patrai,1,PER
fidel,1,PER
markson,1,PER
levitt,1,PER
radio svoboda,1,PER
oleg annikas,1,PER
even,1,PER
kruus,1,PER
olav ehala,2,PER
ilves ärma,2,PER
gustav suitsu,2,PER
anton tammsaare,1,PER
ilves ilves,1,PER
kaljulaid,20,PER
kohtu indrek,1,PER
robespierre,1,PER
alajõe,1,PER
tegelge,1,PER
scottie,1,PER
kaio,1,PER
ronald,1,PER
rasmussen,2,PER
tõnu naissoosõna arder,1,PER
vello sepp,1,PER
georg pelisaar,2,PER
harper,1,PER
hyperloop,1,PER
fernando,1,PER
ötzi,1,PER
avo tamme,1,PER
heldur karmo mustamäe,1,PER
jordan,3,PER
linnahall,3,PER
raine karbi,1,PER
viiendale,1,PER
porsche panamera,3,PER
panamera porsche,2,PER
aivar mäe,1,PER
peeter esimene,1,PER
eiki nestor sotsiaaldemokraatlik,1,PER
teemu,1,PER
trump organisation,1,PER
trump,19,PER
alo heinsalu,2,PER
bett alver,1,PER
sputnik,2,PER
andres putting,1,PER
claudius,1,PER
arvo pärt ukuaru,1,PER
erki pärnoja,1,PER
sven grünberg,2,PER
mihhail kõlvarti kõlvart,1,PER
mihhail kõlvarti,11,PER
kõlvarti,5,PER
tankler,1,PER
ain saarna,1,PER
erik roose,5,PER
panamera,1,PER
corwin mikk,1,PER
sirje rank,1,PER
verhofstadt,3,PER
brexiti,9,PER
lenna kuurmaa,2,PER
louis armstrong,1,PER
trump trump,1,PER
google maps,1,PER
nissi,1,PER
ramo,1,PER
vjatšeslav,1,PER
raimond valgre,2,PER
brexit,15,PER
marce,1,PER
heldur sirbis,1,PER
mario monti,1,PER
dirhami,1,PER
maarek,2,PER
virgo saarmets maret altnurm,1,PER
kaire pikamägi,1,PER
john nash,1,PER
aivar reheleping,1,PER
monty,1,PER
katri raiki,1,PER
taimre,1,PER
ismail,3,PER
priit luik,1,PER
väino sarnet,1,PER
peakski,1,PER
excel excel,1,PER
murphy,1,PER
assadi,1,PER
olga lauristin,1,PER
ott,1,PER
trump süüria,1,PER
mehis heinsaar,1,PER
vassili kandinsky,1,PER
urmas sule,3,PER
katrin rehemaa,1,PER
edgar savisaar facebook,1,PER
savisaar facebook,1,PER
airi,1,PER
paavo nõgese,3,PER
agu uudelepa,1,PER
tiina kaalep,2,PER
valdur lai,2,PER
kolumbus kris,1,PER
priit kuusk,1,PER
astrid kannel,1,PER
meelis virkebau,1,PER
rehema,1,PER
kaia ivask,1,PER
kanter emor,2,PER
aleksei semjonov,1,PER
ken-mart vaheri,1,PER
mihkelson reinsalu,1,PER
kristo,1,PER
anna karenina,1,PER
käthe-riin trautwig,1,PER
dresseni,1,PER
ladõnskaja,1,PER
põhja-korea kim,1,PER
hendrik henry kissinger,1,PER
paypal,1,PER
breivik rein,1,PER
henrik larsson,1,PER
breivik rein kruus,1,PER
jiang,3,PER
dreseniga,1,PER
artur andres,1,PER
olga ivanova,16,PER
oudekk loone,1,PER
schuman,2,PER
urmas põld,1,PER
pavlov,1,PER
toom ivanova,1,PER
jüri ratas jüri ratas,1,PER
mihhail hodorkovsk,1,PER
vladislav surkov,1,PER
eho moskvõ,1,PER
heidi,1,PER
kuurme,1,PER
priksi,1,PER
mogherini,1,PER
boko haram,1,PER
kõpu lääne-saare vormsi,1,PER
silver koit,1,PER
strong,1,PER
urmas oru,3,PER
riina rõõmus,2,PER
joel sarve,1,PER
joel sarv,2,PER
jaanus lillepuusärk,1,PER
jaan limberg,1,PER
oru,1,PER
rose,1,PER
kender jaana,1,PER
krokodill gena,1,PER
veljo tormis,1,PER
hirvo surva,1,PER
arvo sara,1,PER
arvo sarapuu,14,PER
mihkel korb,1,PER
korb,2,PER
subaru outback,1,PER
arvo sarapu,1,PER
baltic investments,1,PER
atko atko,1,PER
atko grupp,1,PER
vormsi,1,PER
heli valdor seeder,1,PER
milano rooma,1,PER
ilmar tomusk,1,PER
ossinovski ossinovski,1,PER
sesteri sester,1,PER
keila keila,1,PER
tarmu tammerk,1,PER
helir,1,PER
valdor seeder,1,PER
valdor,1,PER
aleksander kofkini vello kunman,1,PER
kalev kallole,1,PER
tuus,1,PER
loone toom,1,PER
ari vatanen ratas,1,PER
sara,2,PER
jack,1,PER
teadma varrak,3,PER
repsi,4,PER
priit pajusaar,1,PER
leelo tungal,1,PER
värner lootsmannile,1,PER
värner lootsmann,2,PER
putin ühtne,1,PER
värner loots,1,PER
lootsmann,1,PER
erki mölder,1,PER
erki möldri,3,PER
urmas somelar,4,PER
mihhail korbi,4,PER
somelar,1,PER
loorents piiter,1,PER
arvo rist,1,PER
corbyn,2,PER
sanders,1,PER
peeter ernitsa,1,PER
savisaarest savisaar,1,PER
ernst,1,PER
ja-niiles kross,1,PER
rein rein taagepera,1,PER
jüri kõre,1,PER
leonard coheni,1,PER
mihhail kõlvart kõlvart,1,PER
luik hõbemägi,1,PER
yana toomile,4,PER
savisaarest,1,PER
raivo raivo aegi,1,PER
lootsmannile,1,PER
kalvi kõva andrei novikov,1,PER
priit sibul,4,PER
maire jaanus mutli,1,PER
olga maša,1,PER
irina,1,PER
enn põlluaasa,1,PER
henn põlluaas,20,PER
smilers,1,PER
jüri jüri ratasel,1,PER
edgar kõigevägevam,1,PER
erik mänd,1,PER
bloomberg,2,PER
stoltenberg,1,PER
neeme jõgi,3,PER
neeme jõg,1,PER
tanel ots,1,PER
ernst young,1,PER
berg,1,PER
guido viik,2,PER
kalev järvelill,2,PER
enn pandi,1,PER
citypark,1,PER
kristel vilbaste,1,PER
hendrik sal-saller,5,PER
aivar pohlak,6,PER
rivo vesk,2,PER
rivo saarna,2,PER
mike benz,1,PER
mait pensa,1,PER
andrei zarenkov,1,PER
marius rosenblatt,1,PER
simone,2,PER
tomas,1,PER
marian männi,1,PER
sera,1,PER
igaljuhul,1,PER
luua villu,1,PER
place,1,PER
survey,1,PER
helsingi suur-helsingi,1,PER
genka,1,PER
ants uus,1,PER
sikupillitorupill laagna,1,PER
tarmo tüür,1,PER
lebedev,1,PER
saksamaasõda,1,PER
karl marx,6,PER
lembit annus,1,PER
sõõrumaale,1,PER
savisaar ivanova,1,PER
maximas,1,PER
valeri konovalov,2,PER
meelis lao,1,PER
mcdonald ’ si,1,PER
konovalov,3,PER
mets peeter,1,PER
rudolf,1,PER
menning,1,PER
priit hõbemäe,1,PER
edward,1,PER
johannes pääsuke,1,PER
kersti kalju,1,PER
jaanika,1,PER
vastasidki,1,PER
fritz,2,PER
koovi,1,PER
nõmmik,1,PER
rail baltic leila,1,PER
ruve šank,1,PER
vahe,1,PER
peeter müürsepp jaan unduski,1,PER
tiina kirss,1,PER
pärtel piirimäe,1,PER
rain laane,9,PER
sting,1,PER
emanuel,1,PER
digital sammy,1,PER
ülle matiisen,1,PER
mariano rajoy,1,PER
jaano,1,PER
jüri mõisale,1,PER
raadio kuku,1,PER
marek kuul,1,PER
priit hõbemägi nonii,1,PER
ansambli smilers,1,PER
erik moora,1,PER
sõõrumaa mõis,1,PER
rein ilves,2,PER
jossif stalin,2,PER
artjom suvorov,1,PER
suvorov,1,PER
luukas,1,PER
laura kõrgemäe,1,PER
arvi anni,1,PER
toivo tänavsuu,2,PER
strange,1,PER
aadu mustsiis,1,PER
ja karis,1,PER
karine,1,PER
toivo maimets,2,PER
madis kimmel,109,PER
zinovjev,2,PER
aarne üksküla,2,PER
savisaar gotland,1,PER
cardiffis,1,PER
forbes,3,PER
kaspar korjus,1,PER
kaspar,5,PER
aivar peter,1,PER
madis kimmeli,1,PER
infinity,1,PER
vlad,1,PER
ülle rajasalu,2,PER
joel luhamets,1,PER
riisalul,1,PER
madis kimmel hannes astoki,1,PER
petro,1,PER
raivo vetik,1,PER
vetik,2,PER
olaf suuder,1,PER
antonio,1,PER
helir-valdor seederi,1,PER
ja seeder,1,PER
aleksei vassiljev,1,PER
martin reim minsk,1,PER
heimar leng,2,PER
nikolai teine,1,PER
margus linnamäe hans luik,1,PER
lauri hussar,4,PER
bill gates,2,PER
hans luike,1,PER
margus linna linnamäe,1,PER
derrida,1,PER
kersti kaljulaiul,1,PER
heino seljamaa,2,PER
teet soorm,5,PER
teet soormi,2,PER
julian assange,1,PER
siim kabrits,1,PER
kadri simso,1,PER
big data,1,PER
priit sina,2,PER
soorm,1,PER
simsoni kesk,1,PER
madis kimmel hannes astok,2,PER
mark twain,1,PER
jaanus rahumägi,2,PER
urmas paeda,1,PER
public relations,1,PER
aleksander laane,2,PER
treff,1,PER
marten kaevats,1,PER
black spot,1,PER
kasterpalu,1,PER
woodstocki,1,PER
jimmy hendrix,1,PER
bra jürjens,1,PER
madis kimmel priit hõbemägi,2,PER
raimond kaljulaid,18,PER
maria jufereva,2,PER
a-plus b,1,PER
marius,1,PER
urmas eero liivi,1,PER
eero liivi,1,PER
langi,2,PER
alexa,1,PER
helge,1,PER
lippmaa,2,PER
helger lippmaa,1,PER
raivo hein,5,PER
maiken wolf,1,PER
madis üürike,1,PER
venesüsteem venesüsteem,1,PER
hendrik aguri,2,PER
agur,8,PER
rocca,1,PER
tiit ojasool,1,PER
joonatan,1,PER
aleksejev,1,PER
afanasjev,1,PER
valle-sten maiste,2,PER
hanso,1,PER
hannes hannes hanso,1,PER
selgitage,1,PER
angry birds,3,PER
